date,time,brightness,altitude,azimuth,satellite,distance to flare centre,brightness at flare centre,sun altitude,city,country,latitude,longitude,
Mar 25, 12:04:04,0.4,47°,13° (NNE),Iridium 72,41 km (E),-8.0,-11°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 25, 22:34:27,0.1,41°,10° (N),Iridium 15,36 km (E),-7.7,-11°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 28, 22:21:34,-0.1,37°,2° (N),Iridium 15,36 km (W),-7.6,-14°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 29, 11:48:48,-0.3,50°,358° (N),Iridium 70,30 km (W),-8.0,-7°,Kuala Lumpur,Malaysia,3.13,101.7,
Mar 24, 21:26:01,-6.6,42°,11° (N),Iridium 18,5 km (W),-7.7,-8°,Manila,Philippines,14.58,120.95,
Mar 25, 10:54:18,0.8,45°,3° (N),Iridium 62,43 km (W),-7.9,-12°,Manila,Philippines,14.58,120.95,
Mar 26, 10:48:10,-3.0,46°,4° (N),Iridium 65,13 km (W),-7.9,-11°,Manila,Philippines,14.58,120.95,
Mar 26, 21:16:04,0.0,39°,7° (N),Iridium 41,37 km (W),-7.6,-10°,Manila,Philippines,14.58,120.95,
Mar 27, 10:42:04,0.2,47°,7° (N),Iridium 68,37 km (E),-8.0,-9°,Manila,Philippines,14.58,120.95,
Mar 29, 20:58:16,-1.4,33°,9° (N),Iridium 80,24 km (E),-7.3,-14°,Manila,Philippines,14.58,120.95,
Mar 23, 18:07:04,-7.4,37°,1° (N),Iridium 68,2 km (E),-7.5,-12°,Budapest,Hungary,47.5,19.08,
Mar 24, 18:00:53,-0.8,39°,2° (N),Iridium 75,28 km (E),-7.6,-11°,Budapest,Hungary,47.5,19.08,
Mar 25, 04:15:47,-7.4,41°,20° (NNE),Iridium 18,2 km (E),-7.5,-4°,Budapest,Hungary,47.5,19.08,
Mar 25, 17:54:42,-0.3,41°,2° (N),Iridium 14,33 km (E),-7.7,-9°,Budapest,Hungary,47.5,19.08,
Mar 26, 17:48:32,0.0,43°,2° (N),Iridium 66,35 km (E),-7.7,-8°,Budapest,Hungary,47.5,19.08,
Mar 29, 03:01:39,-0.2,20°,17° (NNE),Iridium 82,38 km (E),-7.1,-15°,Budapest,Hungary,47.5,19.08,
Mar 23, 17:47:25,0.8,38°,360° (N),Iridium 66,44 km (W),-7.5,-13°,Sofia,Bulgaria,42.67,23.33,
Mar 24, 17:41:14,-5.6,40°,1° (N),Iridium 21,6 km (W),-7.6,-11°,Sofia,Bulgaria,42.67,23.33,
Mar 25, 03:36:15,-0.8,34°,17° (NNE),Iridium 39,28 km (E),-7.3,-9°,Sofia,Bulgaria,42.67,23.33,
Mar 25, 17:35:05,0.4,41°,3° (N),Iridium 70,39 km (E),-7.7,-10°,Sofia,Bulgaria,42.67,23.33,
Mar 26, 17:28:54,0.0,43°,2° (N),Iridium 64,35 km (E),-7.8,-9°,Sofia,Bulgaria,42.67,23.33,
Mar 27, 03:47:28,-0.8,38°,17° (NNE),Iridium 80,29 km (W),-7.4,-6°,Sofia,Bulgaria,42.67,23.33,
Mar 29, 03:33:09,-6.0,34°,18° (NNE),Iridium 15,6 km (E),-7.2,-8°,Sofia,Bulgaria,42.67,23.33,
Mar 24, 19:52:13,0.5,38°,358° (N),Iridium 70,39 km (W),-7.4,-11°,Dublin,Ireland,53.33,-6.25,
Mar 25, 05:57:33,-6.9,41°,22° (NNE),Iridium 18,4 km (E),-7.5,-4°,Dublin,Ireland,53.33,-6.25,
Mar 26, 19:39:50,0.6,42°,356° (N),Iridium 67,40 km (W),-7.6,-8°,Dublin,Ireland,53.33,-6.25,
Mar 27, 03:17:48,-0.3,20°,116° (ESE),Iridium 40,80 km (W),-7.5,-24°,Dublin,Ireland,53.33,-6.25,
Mar 27, 19:33:40,-0.5,43°,356° (N),Iridium 72,29 km (W),-7.7,-7°,Dublin,Ireland,53.33,-6.25,
Mar 28, 02:12:49,0.7,11°,115° (ESE),Iridium 56,236 km (W),-6.2,-30°,Dublin,Ireland,53.33,-6.25,
Mar 29, 19:21:21,-7.4,47°,356° (N),Iridium 65,3 km (W),-7.8,-5°,Dublin,Ireland,53.33,-6.25,
Mar 23, 23:30:35,-5.1,56°,20° (NNE),Iridium 62,8 km (E),-8.2,-9°,Santiago,Chile,-33.47,-70.75,
Mar 24, 10:07:38,-2.3,48°,0° (N),Iridium 80,18 km (W),-8.0,-10°,Santiago,Chile,-33.47,-70.75,
Mar 24, 23:24:32,0.0,55°,21° (NNE),Iridium 65,36 km (E),-8.2,-8°,Santiago,Chile,-33.47,-70.75,
Mar 26, 09:56:01,0.3,47°,1° (N),Iridium 18,37 km (E),-8.0,-12°,Santiago,Chile,-33.47,-70.75,
Mar 29, 09:43:01,-1.7,45°,353° (N),Iridium 18,21 km (E),-8.0,-15°,Santiago,Chile,-33.47,-70.75,
Mar 26, 18:53:55,-0.4,42°,357° (N),Iridium 62,30 km (W),-7.6,-8°,Amsterdam,Netherlands,52.37,4.88,
Mar 27, 05:00:16,-3.2,38°,20° (NNE),Iridium 81,14 km (W),-7.4,-5°,Amsterdam,Netherlands,52.37,4.88,
Mar 27, 18:47:44,-1.6,44°,357° (N),Iridium 65,20 km (W),-7.7,-7°,Amsterdam,Netherlands,52.37,4.88,
Mar 28, 18:41:34,-6.8,45°,358° (N),Iridium 68,5 km (E),-7.8,-6°,Amsterdam,Netherlands,52.37,4.88,
Mar 30, 04:38:22,-1.1,31°,22° (NNE),Iridium 15,28 km (E),-7.0,-7°,Amsterdam,Netherlands,52.37,4.88,
Mar 24, 02:14:46,0.3,41°,3° (N),Iridium 67,37 km (W),-7.7,-13°,Chihuahua,Mexico,28.62,-106.08,
Mar 25, 02:08:37,-3.8,42°,3° (N),Iridium 72,10 km (W),-7.8,-12°,Chihuahua,Mexico,28.62,-106.08,
Mar 25, 12:31:27,-2.5,40°,16° (NNE),Iridium 18,16 km (E),-7.6,-8°,Chihuahua,Mexico,28.62,-106.08,
Mar 26, 02:02:30,-1.4,43°,5° (N),Iridium 62,23 km (E),-7.8,-10°,Chihuahua,Mexico,28.62,-106.08,
Mar 27, 12:00:13,-2.2,31°,11° (NNE),Iridium 39,19 km (E),-7.3,-14°,Chihuahua,Mexico,28.62,-106.08,
Mar 23, 18:35:56,-3.7,37°,0° (N),Iridium 75,11 km (W),-7.4,-11°,Berlin,Germany,52.5,13.42,
Mar 24, 04:23:55,-6.9,37°,20° (NNE),Iridium 39,4 km (E),-7.4,-6°,Berlin,Germany,52.5,13.42,
Mar 24, 18:29:43,-4.0,39°,359° (N),Iridium 14,10 km (W),-7.5,-10°,Berlin,Germany,52.5,13.42,
Mar 25, 02:02:23,0.1,16°,113° (ESE),Iridium 40,119 km (W),-7.2,-25°,Berlin,Germany,52.5,13.42,
Mar 25, 18:23:33,-3.7,41°,359° (N),Iridium 66,10 km (W),-7.6,-9°,Berlin,Germany,52.5,13.42,
Mar 26, 04:32:42,-4.6,39°,22° (NNE),Iridium 98,8 km (E),-7.4,-4°,Berlin,Germany,52.5,13.42,
Mar 26, 18:17:22,-2.1,42°,360° (N),Iridium 21,18 km (E),-7.7,-8°,Berlin,Germany,52.5,13.42,
Mar 23, 19:39:34,0.9,37°,358° (N),Iridium 67,45 km (W),-7.4,-12°,Bristol,England,51.47,-2.58,
Mar 24, 02:56:31,-2.7,10°,110° (ESE),Iridium 40,29 km (W),-6.7,-27°,Bristol,England,51.47,-2.58,
Mar 24, 05:48:19,-6.1,43°,21° (NNE),Iridium 41,5 km (E),-7.5,-3°,Bristol,England,51.47,-2.58,
Mar 24, 19:33:23,-0.1,39°,358° (N),Iridium 72,33 km (W),-7.5,-11°,Bristol,England,51.47,-2.58,
Mar 25, 19:27:12,-2.4,40°,358° (N),Iridium 62,16 km (W),-7.6,-9°,Bristol,England,51.47,-2.58,
Mar 26, 19:21:01,-5.6,42°,358° (N),Iridium 65,6 km (W),-7.7,-8°,Bristol,England,51.47,-2.58,
Mar 27, 05:30:23,-5.2,38°,21° (NNE),Iridium 80,8 km (W),-7.3,-5°,Bristol,England,51.47,-2.58,
Mar 27, 19:14:51,-1.7,44°,359° (N),Iridium 68,20 km (E),-7.7,-7°,Bristol,England,51.47,-2.58,
Mar 29, 05:15:43,-3.2,34°,21° (NNE),Iridium 15,14 km (E),-7.1,-7°,Bristol,England,51.47,-2.58,
Mar 30, 03:10:02,0.2,10°,98° (E),Iridium 82,326 km (W),-6.3,-23°,Bristol,England,51.47,-2.58,
Mar 26, 18:49:29,0.3,43°,358° (N),Iridium 62,37 km (W),-7.7,-10°,Algiers,Algeria,36.83,3.0,
Mar 27, 18:43:18,-2.2,45°,358° (N),Iridium 65,17 km (W),-7.8,-8°,Algiers,Algeria,36.83,3.0,
Mar 28, 04:38:56,-1.1,29°,15° (NNE),Iridium 39,28 km (E),-7.1,-13°,Algiers,Algeria,36.83,3.0,
Mar 28, 05:02:08,-1.4,36°,15° (NNE),Iridium 98,25 km (W),-7.4,-8°,Algiers,Algeria,36.83,3.0,
Mar 28, 18:37:10,-1.6,46°,360° (N),Iridium 68,21 km (E),-7.8,-7°,Algiers,Algeria,36.83,3.0,
Mar 23, 19:14:16,1.0,47°,8° (N),Iridium 98,44 km (E),-7.9,-9°,Brisbane,Australia,-27.48,153.13,
Mar 25, 19:05:23,-2.3,46°,1° (N),Iridium 15,17 km (E),-8.0,-12°,Brisbane,Australia,-27.48,153.13,
Mar 26, 08:28:13,1.0,55°,7° (N),Iridium 62,45 km (W),-8.1,-9°,Brisbane,Australia,-27.48,153.13,
Mar 27, 08:22:09,-2.4,54°,7° (N),Iridium 65,16 km (W),-8.1,-8°,Brisbane,Australia,-27.48,153.13,
Mar 28, 08:16:07,-0.2,54°,11° (N),Iridium 68,32 km (E),-8.1,-7°,Brisbane,Australia,-27.48,153.13,
Mar 28, 18:52:25,-4.9,43°,353° (N),Iridium 15,8 km (W),-7.9,-15°,Brisbane,Australia,-27.48,153.13,
Mar 29, 18:32:05,-0.1,39°,342° (NNW),Iridium 39,39 km (W),-7.9,-19°,Brisbane,Australia,-27.48,153.13,
Mar 24, 02:58:58,-0.2,11°,11° (N),Iridium 40,93 km (W),-6.6,-24°,Rome,Italy,41.9,12.45,
Mar 26, 18:14:22,-2.1,43°,359° (N),Iridium 21,17 km (W),-7.7,-9°,Rome,Italy,41.9,12.45,
Mar 27, 18:08:14,-0.8,44°,1° (N),Iridium 70,28 km (E),-7.8,-8°,Rome,Italy,41.9,12.45,
Mar 28, 18:02:03,-1.3,46°,360° (N),Iridium 64,23 km (E),-7.8,-7°,Rome,Italy,41.9,12.45,
Mar 29, 03:55:17,-5.2,27°,16° (NNE),Iridium 39,8 km (E),-7.0,-12°,Rome,Italy,41.9,12.45,
Mar 26, 11:00:18,-6.2,39°,15° (NNE),Iridium 80,6 km (W),-7.5,-8°,Atlanta,United States,33.75,-84.28,
Mar 27, 00:35:37,0.4,44°,358° (N),Iridium 67,37 km (W),-7.7,-10°,Atlanta,United States,33.75,-84.28,
Mar 28, 00:29:29,-2.8,45°,358° (N),Iridium 72,14 km (W),-7.8,-8°,Atlanta,United States,33.75,-84.28,
Mar 28, 10:48:59,-1.7,36°,14° (NNE),Iridium 15,23 km (W),-7.4,-9°,Atlanta,United States,33.75,-84.28,
Mar 29, 00:23:21,-2.8,47°,359° (N),Iridium 62,15 km (E),-7.9,-7°,Atlanta,United States,33.75,-84.28,
Mar 26, 11:54:12,-1.6,39°,13° (NNE),Iridium 18,22 km (W),-7.6,-8°,Austin,United States,30.27,-97.73,
Mar 28, 11:42:15,-7.2,35°,14° (NNE),Iridium 98,3 km (W),-7.3,-10°,Austin,United States,30.27,-97.73,
Mar 29, 01:17:10,-1.8,47°,357° (N),Iridium 68,19 km (W),-7.8,-7°,Austin,United States,30.27,-97.73,
Mar 24, 01:05:31,0.1,39°,4° (N),Iridium 72,37 km (E),-7.6,-12°,Chicago,United States,41.83,-87.62,
Mar 28, 00:50:05,0.2,44°,356° (N),Iridium 70,35 km (W),-7.7,-8°,Chicago,United States,41.83,-87.62,
Mar 28, 11:00:27,-3.6,35°,18° (NNE),Iridium 81,12 km (E),-7.3,-8°,Chicago,United States,41.83,-87.62,
Mar 29, 00:43:55,0.6,46°,354° (N),Iridium 64,39 km (W),-7.7,-7°,Chicago,United States,41.83,-87.62,
Mar 29, 10:33:50,-6.5,27°,16° (NNE),Iridium 39,6 km (E),-7.0,-13°,Chicago,United States,41.83,-87.62,
Mar 25, 00:41:02,0.6,40°,359° (N),Iridium 75,41 km (W),-7.6,-12°,Cleveland,United States,41.47,-81.62,
Mar 26, 00:34:51,-0.1,42°,358° (N),Iridium 14,33 km (W),-7.6,-10°,Cleveland,United States,41.47,-81.62,
Mar 27, 00:28:41,-0.6,43°,357° (N),Iridium 66,28 km (W),-7.7,-9°,Cleveland,United States,41.47,-81.62,
Mar 27, 10:24:02,-2.2,32°,15° (NNE),Iridium 39,20 km (W),-7.3,-11°,Cleveland,United States,41.47,-81.62,
Mar 28, 00:22:32,-3.8,45°,359° (N),Iridium 21,11 km (E),-7.8,-8°,Cleveland,United States,41.47,-81.62,
Mar 25, 02:11:51,0.4,40°,359° (N),Iridium 72,38 km (W),-7.6,-11°,Denver,United States,39.75,-105.00,
Mar 26, 02:05:41,-3.3,42°,360° (N),Iridium 62,12 km (W),-7.7,-10°,Denver,United States,39.75,-105.00,
Mar 27, 01:59:31,-5.7,44°,0° (N),Iridium 65,6 km (E),-7.8,-9°,Denver,United States,39.75,-105.00,
Mar 27, 12:18:11,-2.4,37°,16° (NNE),Iridium 98,18 km (W),-7.4,-7°,Denver,United States,39.75,-105.00,
Mar 28, 01:53:23,0.6,45°,2° (N),Iridium 68,42 km (E),-7.8,-7°,Denver,United States,39.75,-105.00,
Mar 29, 12:02:28,-0.2,32°,18° (NNE),Iridium 81,35 km (E),-7.1,-10°,Denver,United States,39.75,-105.00,
Mar 23, 16:07:04,1.0,42°,17° (NNE),Iridium 98,46 km (E),-7.6,-7°,Honolulu,United States,21.30,-157.83,
Mar 25, 15:58:49,0.5,41°,10° (N),Iridium 15,42 km (W),-7.7,-8°,Honolulu,United States,21.30,-157.83,
Mar 28, 05:18:12,-0.3,47°,358° (N),Iridium 21,30 km (W),-7.9,-9°,Honolulu,United States,21.30,-157.83,
Mar 29, 05:12:05,-0.6,48°,2° (N),Iridium 70,29 km (E),-7.9,-7°,Honolulu,United States,21.30,-157.83,
Mar 24, 00:10:26,0.6,39°,5° (N),Iridium 64,43 km (E),-7.6,-12°,New York,United States,40.78,-73.97,
Mar 28, 23:48:49,0.5,46°,355° (N),Iridium 21,38 km (W),-7.7,-7°,New York,United States,40.78,-73.97,
Mar 29, 23:42:40,-4.9,47°,357° (N),Iridium 70,8 km (E),-7.8,-6°,New York,United States,40.78,-73.97,
Mar 28, 12:57:28,0.8,27°,16° (NNE),Iridium 39,50 km (E),-7.0,-13°,San Francisco,United States,37.78,-122.43,
Mar 29, 02:59:46,-0.8,46°,356° (N),Iridium 68,26 km (W),-7.8,-7°,San Francisco,United States,37.78,-122.43,
Mar 30, 02:53:37,-5.3,48°,357° (N),Iridium 75,7 km (E),-7.9,-5°,San Francisco,United States,37.78,-122.43,
Mar 23, 13:51:59,-3.9,44°,20° (NNE),Iridium 18,10 km (W),-7.7,-3°,Seattle,United States,47.62,-122.33,
Mar 25, 03:27:10,0.3,39°,358° (N),Iridium 67,38 km (W),-7.5,-11°,Seattle,United States,47.62,-122.33,
Mar 26, 03:21:00,-1.3,41°,358° (N),Iridium 72,23 km (W),-7.6,-9°,Seattle,United States,47.62,-122.33,
Mar 27, 03:14:50,-7.5,43°,359° (N),Iridium 62,3 km (W),-7.7,-8°,Seattle,United States,47.62,-122.33,
Mar 28, 03:08:40,-3.8,45°,359° (N),Iridium 65,11 km (E),-7.8,-7°,Seattle,United States,47.62,-122.33,
Mar 28, 12:31:08,0.3,21°,17° (NNE),Iridium 82,42 km (E),-7.2,-15°,Seattle,United States,47.62,-122.33,
Mar 28, 12:59:57,-0.6,30°,17° (NNE),Iridium 39,34 km (W),-7.1,-10°,Seattle,United States,47.62,-122.33,
Mar 28, 13:18:25,-0.3,34°,21° (NNE),Iridium 80,34 km (E),-7.1,-7°,Seattle,United States,47.62,-122.33,
Mar 25, 02:39:33,-1.1,40°,360° (N),Iridium 62,24 km (W),-7.6,-11°,Salt Lake City,United States,40.77,-111.90,
Mar 26, 02:33:22,-5.2,42°,0° (N),Iridium 65,6 km (W),-7.7,-10°,Salt Lake City,United States,40.77,-111.90,
Mar 26, 12:51:50,-2.3,39°,17° (NNE),Iridium 98,18 km (W),-7.5,-6°,Salt Lake City,United States,40.77,-111.90,
Mar 27, 02:27:13,-0.6,44°,2° (N),Iridium 68,29 km (E),-7.8,-9°,Salt Lake City,United States,40.77,-111.90,
Mar 29, 12:13:05,0.4,28°,14° (NNE),Iridium 39,48 km (W),-7.1,-13°,Salt Lake City,United States,40.77,-111.90,
Mar 26, 00:15:52,-0.5,41°,359° (N),Iridium 70,29 km (W),-7.7,-11°,Washington,United States,38.88,-77.03,
Mar 27, 00:09:42,-0.1,43°,358° (N),Iridium 64,32 km (W),-7.7,-9°,Washington,United States,38.88,-77.03,
Mar 28, 00:03:31,-2.7,45°,358° (N),Iridium 67,14 km (W),-7.8,-8°,Washington,United States,38.88,-77.03,
Mar 28, 23:57:23,-5.7,46°,358° (N),Iridium 72,6 km (E),-7.8,-7°,Washington,United States,38.88,-77.03,
Mar 29, 09:26:21,-1.9,20°,12° (NNE),Iridium 82,21 km (E),-7.2,-18°,Washington,United States,38.88,-77.03,
Mar 29, 10:12:48,-4.6,33°,17° (NNE),Iridium 15,9 km (E),-7.2,-9°,Washington,United States,38.88,-77.03,
Mar 23, 10:05:08,-2.9,38°,17° (NNE),Iridium 39,14 km (E),-7.5,-8°,Boston,United States,42.35,-71.08,
Mar 24, 00:01:45,-5.3,39°,3° (N),Iridium 14,7 km (E),-7.6,-12°,Boston,United States,42.35,-71.08,
Mar 24, 23:55:34,-3.5,40°,2° (N),Iridium 66,12 km (E),-7.7,-11°,Boston,United States,42.35,-71.08,
Mar 25, 10:13:51,-7.4,41°,18° (NNE),Iridium 41,2 km (W),-7.5,-5°,Boston,United States,42.35,-71.08,
Mar 28, 09:55:58,-7.3,35°,18° (NNE),Iridium 80,0 km (W),-7.3,-8°,Boston,United States,42.35,-71.08,
Mar 24, 10:09:37,0.3,31°,11° (NNE),Iridium 82,41 km (W),-7.9,-12°,Toronto,Canada,43.67,-79.40,
Mar 25, 00:32:31,0.1,40°,359° (N),Iridium 72,35 km (W),-7.6,-11°,Toronto,Canada,43.67,-79.40,
Mar 26, 00:26:21,-3.2,42°,359° (N),Iridium 62,12 km (W),-7.7,-10°,Toronto,Canada,43.67,-79.40,
Mar 27, 00:20:10,-7.5,43°,360° (N),Iridium 65,4 km (E),-7.7,-9°,Toronto,Canada,43.67,-79.40,
Mar 28, 00:14:01,0.2,45°,1° (N),Iridium 68,37 km (E),-7.8,-7°,Toronto,Canada,43.67,-79.40,
Mar 29, 10:23:16,-1.2,34°,17° (NNE),Iridium 81,27 km (W),-7.3,-8°,Toronto,Canada,43.67,-79.40,
Mar 24, 03:33:46,-1.1,38°,2° (N),Iridium 64,25 km (E),-7.6,-11°,Vancouver,Canada,49.22,-123.10,
Mar 25, 03:27:34,0.2,40°,2° (N),Iridium 67,37 km (E),-7.6,-10°,Vancouver,Canada,49.22,-123.10,
Mar 28, 13:00:28,-4.0,29°,19° (NNE),Iridium 39,11 km (E),-7.0,-10°,Vancouver,Canada,49.22,-123.10,
Mar 26, 10:18:15,-6.3,39°,19° (NNE),Iridium 18,5 km (E),-7.4,-6°,Montreal,Canada,45.50,-73.58,
Mar 28, 09:17:09,0.6,21°,16° (NNE),Iridium 82,45 km (E),-7.2,-15°,Montreal,Canada,45.50,-73.58,
Mar 28, 10:05:58,-5.6,35°,19° (NNE),Iridium 98,6 km (E),-7.2,-7°,Montreal,Canada,45.50,-73.58,
Mar 28, 23:50:09,-0.3,45°,355° (N),Iridium 21,30 km (W),-7.7,-7°,Montreal,Canada,45.50,-73.58,
Mar 29, 23:44:00,-3.6,47°,357° (N),Iridium 70,11 km (E),-7.8,-5°,Montreal,Canada,45.50,-73.58,
Mar 29, 02:36:07,0.7,45°,354° (N),Iridium 65,41 km (W),-7.7,-6°,Calgary,Canada,51.02,-114.02,
Mar 29, 12:16:00,-1.2,26°,20° (NNE),Iridium 39,29 km (E),-6.8,-10°,Calgary,Canada,51.02,-114.02,




